# Description: This file is for creating figure.
# This file is generated by program. Do not change the contain of file!.
#
#[srcIpAddress,dstIpAddress,dstPort,Protocol]-label-x-y 
('147.32.84.165', '66.197.230.37', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '74.55.81.164', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '111.92.129.242', '6667', 'tcp')<<<MALWARE<<<1<<<0
('41.201.54.29', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<2<<<0
('147.32.84.165', '46.4.54.212', '53', 'udp')<<<MALWARE<<<14<<<0
('147.32.84.165', '174.142.184.181', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '89.108.79.71', '53', 'udp')<<<MALWARE<<<11<<<0
('147.32.84.165', '46.4.35.23', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '211.29.133.14', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.9.67.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '210.104.236.29', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '195.128.49.14', '53', 'udp')<<<MALWARE<<<16<<<0
('147.32.84.165', '157.174.228.62', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.189.218.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.125.232.195', '80', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.209.127.4', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '207.210.76.46', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.135.195.180', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.140.170.176', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '205.188.186.167', '587', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '194.109.125.213', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.63.5.206', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.84.153.132', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.23.128.1', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '218.102.53.137', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.4.217.129', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '204.109.63.197', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.129.227.128', '5231', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.190.61.35', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '208.73.210.29', '80', 'tcp')<<<MALWARE<<<29<<<0
('147.32.84.165', '202.78.166.103', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '60.243.195.59', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '184.173.117.72', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.227.15.150', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.148.34.36', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '95.163.17.112', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '46.17.40.43', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '75.30.247.238', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '91.219.194.250', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '212.150.52.250', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.239.38.10', '53', 'udp')<<<MALWARE<<<33<<<0
('147.32.84.165', '195.2.240.2', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '194.54.184.162', '53', 'udp')<<<MALWARE<<<1<<<0
('92.241.176.140', '147.32.84.165', '10', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '209.86.93.227', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '67.231.144.228', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.98.36.4', '25', 'tcp')<<<MALWARE<<<34<<<0
('147.32.84.165', '85.142.45.65', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '60.243.38.64', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.75.94.108', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '82.137.200.85', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.20.168.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.219.195.57', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '139.174.2.44', '25', 'tcp')<<<MALWARE<<<2<<<0
('193.220.38.1', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '134.114.96.19', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.24.218.162', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '50.22.35.226', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '77.238.177.9', '25', 'tcp')<<<MALWARE<<<76<<<0
('147.32.84.165', '81.28.160.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.160.157.181', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '184.154.187.62', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.221.6.50', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.92.125.2', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.43.81.114', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '88.250.200.14', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '198.103.104.106', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '111.88.4.78', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '109.68.190.45', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.191.180.219', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '92.241.169.200', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.255.54.24', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '207.69.189.218', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '193.252.22.185', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '79.174.72.149', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '89.249.18.119', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '72.18.146.211', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.144.198.150', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '90.182.175.234', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.208.73.21', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '79.174.66.33', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '82.103.123.207', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '67.195.168.230', '25', 'tcp')<<<MALWARE<<<182<<<0
('147.32.84.165', '72.9.251.50', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.0.12.108', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '217.195.211.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '170.202.219.7', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.67.80.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.40.54.222', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '80.237.128.156', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.229.79.19', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '194.171.17.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '148.245.131.66', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '122.28.30.179', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.162.177.145', '53', 'udp')<<<MALWARE<<<14<<<0
('147.32.84.165', '78.153.48.99', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '220.134.142.48', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '192.42.93.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.169.145.102', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '125.114.134.15', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '77.243.177.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.5.32', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.46.153.81', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.136.63.33', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.0.13.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.28.173.37', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '192.149.63.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '82.137.166.242', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.148.161.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '114.57.53.106', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '59.113.54.127', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '77.127.110.198', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '221.130.69.202', '6667', 'tcp')<<<MALWARE<<<18<<<0
('147.32.84.165', '178.162.190.126', '53', 'udp')<<<MALWARE<<<1<<<0
('68.85.78.238', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '147.28.0.39', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.255.72.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.241.70.35', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '62.149.10.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.218.223.162', '53', 'udp')<<<MALWARE<<<2<<<0
('66.197.225.197', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '88.198.112.188', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '199.249.125.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.16.28.178', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.86.22.114', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.161.0.135', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.202.107.127', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '213.177.97.1', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '64.136.44.37', '25', 'tcp')<<<MALWARE<<<18<<<0
('147.32.84.165', '94.124.93.172', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '220.143.177.200', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.10.194.183', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '113.255.129.49', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '24.71.223.11', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '24.105.221.37', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.117.0.8', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.145.46.179', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.227.101.213', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.152.36.93', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '173.227.72.50', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.144.192.60', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '76.73.3.98', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '147.32.84.171', '137', 'udp')<<<NORMAL<<<6<<<0
('147.32.84.165', '156.154.102.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.79.242.245', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.59.26.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '12.156.137.227', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '75.126.167.140', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '62.24.74.140', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '129.143.2.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.6.136.244', '25', 'tcp')<<<MALWARE<<<180<<<0
('147.32.84.165', '212.27.48.7', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '62.101.93.149', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.73.201.219', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.95.33.29', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '88.47.188.76', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '132.199.1.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '87.236.199.91', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '139.174.2.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '80.253.9.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '222.252.117.126', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.68.140.214', '53', 'udp')<<<MALWARE<<<1<<<0
('207.182.130.90', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '129.247.247.39', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.144.98.244', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '216.82.242.147', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '84.203.225.34', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.92.99.193', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.218.228.18', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '195.209.240.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '202.81.31.142', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.242.139.21', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.74.160.62', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.0.10.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.5.78', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.219.128.155', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.112.3.72', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '89.37.108.104', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '128.8.10.90', '53', 'udp')<<<MALWARE<<<50<<<0
('147.32.84.165', '213.158.72.46', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.168.231.1', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.58.192.12', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.66.104.247', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.17.162.148', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.36.148.17', '53', 'udp')<<<MALWARE<<<48<<<0
('147.32.84.165', '217.163.21.36', '80', 'tcp')<<<MALWARE<<<9<<<0
('147.32.84.165', '64.33.120.76', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.251.214.113', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '204.209.205.52', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.85.99.29', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.69.186.201', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '92.241.70.36', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '95.217.1.67', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.91.99.99', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '86.123.31.54', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.134.42.41', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '218.102.53.148', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '65.54.188.109', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '184.107.49.78', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.174.75.154', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.124.73', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '217.20.125.33', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '193.227.240.37', '53', 'udp')<<<MALWARE<<<34<<<0
('147.32.84.165', '192.228.79.203', '53', 'udp')<<<NORMAL<<<1<<<0
('147.32.84.165', '82.146.36.38', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '204.232.236.158', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '93.170.24.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '202.67.240.102', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.93.48.54', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '64.141.104.249', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.245.186.227', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.125.232.205', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.174.193.227', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '118.23.109.24', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.192.233.174', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.165.56.174', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '165.21.74.122', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '205.188.190.2', '25', 'tcp')<<<MALWARE<<<110<<<0
('147.32.84.165', '90.182.175.235', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.48.128.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.76.118.12', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.114.37.51', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.87.136.157', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.249.161.87', '6667', 'tcp')<<<MALWARE<<<9<<<0
('147.32.84.165', '64.18.6.11', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.252.22.92', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '77.120.122.214', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.89.27.233', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.216.39.163', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '82.99.162.137', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.161.112.91', '53', 'udp')<<<MALWARE<<<31<<<0
('147.32.84.165', '83.222.0.30', '53', 'udp')<<<MALWARE<<<24<<<0
('147.32.84.165', '194.226.29.50', '53', 'udp')<<<MALWARE<<<14<<<0
('147.32.84.165', '213.182.176.204', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '190.77.235.75', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '209.216.203.75', '53', 'udp')<<<MALWARE<<<16<<<0
('147.32.84.165', '213.80.130.122', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '203.22.70.85', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.171.66.26', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.222.31.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.125.233.9', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '78.46.84.194', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.105.65.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.114.196.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.152.241.162', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '24.113.32.85', '25', 'tcp')<<<MALWARE<<<14<<<0
('147.32.84.165', '193.227.1.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '162.95.222.12', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '109.234.156.34', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '85.158.89.253', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '98.139.54.60', '25', 'tcp')<<<MALWARE<<<352<<<0
('147.32.84.165', '85.185.8.55', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '205.234.195.126', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.143.216.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.46.243.110', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '64.18.7.11', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '200.29.244.194', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '199.247.52.2', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '174.37.81.234', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.192.158.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.46.173.129', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '212.73.124.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '153.2.232.129', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.3.86.220', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '61.17.216.94', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.200.25.69', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.86.15.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.52.75.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.222.134.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.120.170.149', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '94.136.40.61', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.103.207.230', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.86.4.170', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.36.133.107', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.208.5.21', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '217.118.66.244', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '82.146.40.5', '25', 'tcp')<<<MALWARE<<<10<<<0
('92.46.191.250', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<3<<<0
('147.32.84.165', '209.190.61.19', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '190.37.39.215', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.65.145.12', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '194.94.212.56', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '82.142.142.20', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '200.72.134.139', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '84.19.189.46', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '206.130.11.196', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '68.67.185.215', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.228.128.59', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.73.4.5', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.76.56.1', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '117.53.114.19', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.197.233.201', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.155.73.251', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '68.41.173.2', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '207.126.144.247', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '64.120.247.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.31.148.93', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.67.7.1', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '212.199.251.240', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '72.214.132.82', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.108.125.40', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '168.95.5.16', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '79.137.226.102', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '66.197.199.51', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '77.75.72.42', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '184.164.142.139', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '50.56.82.254', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.208.5.3', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '89.111.189.30', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '212.16.233.25', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.243.66.34', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '92.38.209.166', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '213.145.228.70', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.199.218.198', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.176.8.10', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.159.192.244', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '199.185.220.200', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '95.129.238.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.82.249.3', '25', 'tcp')<<<MALWARE<<<2<<<0
